Receiver_ID,Name,Type,City,Phone_Extension,Contact_Number
964,Donald Moore,Individual,Davisfort,9906,0017421648768
965,Ashley Silva,NGO,Port Thomas,8350,5530483123
966,Sheila Lang,NGO,Lake Larryborough,,0015852862289
967,Samantha Sherman,Individual,Port Cindyberg,37772,6592776748
968,Mr. Joseph Herring,Individual,Mariefurt,,8390442094
969,Leon Foster,NGO,Bennettton,,1989369076
970,Brandon Rice,Shelter,South Benjamin,,+15631222255
971,Teresa Estrada,Individual,Mayburgh,,3207784104
972,Patricia Joseph,Individual,Lauraport,43169,6119276696
973,Brian Johnson,NGO,Patrickfort,9929,0017514795501
974,Mark Miller,NGO,North Joshua,694,0113611154
975,Danielle Bullock,Individual,Amandafurt,2056,8882539476
976,Tammy Patrick,Individual,Clarkton,817,0016715529014
977,Pamela Scott,Charity,South Paul,,3106420442
978,Adam Evans,Individual,Lake Sonya,44415,4843980067
979,Rebecca Wright,Charity,Teresastad,419,+17073874410
980,Elizabeth Fisher,Shelter,Carrborough,9550,2989083776
981,Dawn Jennings,Shelter,Port Cody,5392,0857596512
982,Thomas Villanueva,NGO,Gutierrezmouth,,0013386039644
983,Joanna Black,NGO,North Jacobhaven,,7819505825
984,Steve Kirby,Charity,Travishaven,59256,8151958711
985,Thomas Sanchez,NGO,Rodneyfurt,512,2315921072
986,Rita Kane,Shelter,South Jamie,,+13473062056
987,Becky Smith,Shelter,East Renee,,7907087489
988,Kristi Rodriguez,Charity,Nielsenberg,08379,3498645409
989,Timothy Bradshaw,Individual,North Laura,,4512605312
990,Patricia Hardy,Shelter,Thomasport,03467,0766873532
991,Lindsey Wagner,Shelter,Jessicaburgh,,4010527584
992,James Curry,Individual,Port Johnside,392,2230438999
993,Alexis Hayes,Shelter,Matthewmouth,6473,5438120534
994,Angelica Simmons,NGO,Port Kellifort,,9029428232
995,Brittany Taylor,Individual,Andrewsport,4981,2965687106
996,Matthew Curtis,Shelter,Lanechester,1289,1278894442
997,Amanda Cain,NGO,New Steven,5316,+10014915601
998,Theodore Briggs,Individual,South Sandra,5031,9306099442
999,Cheyenne Ramsey,NGO,Lake Jeffery,15300,0013263204816
1000,April Miller,Shelter,Shelbychester,23999,8948732652
